STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
DO4OSS-14;T1231063;2022-03-12 19:19:51;52.4597;10.9096;305;31;206;Clb=-8.2m/s t=7.0C h=25.1% p=1001.2hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DO4OSS-14;T1231063;2022-03-12 19:19:20;52.4586;10.9117;313;44;347;Clb=-9.6m/s t=6.4C h=25.0% p=984.1hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DO4OSS-14;T1231063;2022-03-12 19:18:49;52.4555;10.9158;326;48;637;Clb=-8.5m/s t=5.0C h=24.7% p=949.7hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
THATR2-14;T1231063;2022-03-12 19:18:28;52.4532;10.9176;343;41;829;Clb=-9.2m/s p=927.8hPa t=4.3C h=24.7% 405.70MHz Type=RS41-SGP TxOff=2h29m batt=2.6V Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:18:21;52.4527;10.9179;345;37;882;Clb=-8.9m/s p=921.9hPa t=3.9C h=25.2% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO4OSS-14;T1231063;2022-03-12 19:18:18;52.4525;10.918;342;35;898;Clb=-8.1m/s t=3.8C h=25.1% p=920.1hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
THATR2-14;T1231063;2022-03-12 19:18:15;52.4521;10.9182;349;39;927;Clb=-7.1m/s p=916.4hPa t=3.5C h=25.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:18:09;52.4515;10.9183;353;37;970;Clb=-8.3m/s p=911.8hPa t=3.1C h=26.3% 405.70MHz Type=RS41-SGP TxOff=2h29m batt=2.5V Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:18:03;52.451;10.9184;355;35;1017;Clb=-8.2m/s p=906.3hPa t=2.9C h=24.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:17:57;52.4505;10.9185;355;33;1060;Clb=-7.4m/s p=901.5hPa t=2.9C h=22.5% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:17:51;52.45;10.9186;355;30;1103;Clb=-7.4m/s p=896.7hPa t=3.0C h=19.7% 405.70MHz Type=RS41-SGP TxOff=2h29m batt=2.5V Details zu http://radiosondy.info
DO4OSS-14;T1231063;2022-03-12 19:17:47;52.4498;10.9186;351;30;1124;Clb=-8.0m/s t=3.3C h=17.5% p=894.4hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
THATR2-14;T1231063;2022-03-12 19:17:45;52.4496;10.9187;348;24;1147;Clb=-6.7m/s p=891.8hPa t=3.9C h=13.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:17:40;52.4493;10.9188;346;24;1172;Clb=-6.8m/s p=888.9hPa t=4.7C 405.70MHz Type=RS41-SGP
THATR2-14;T1231063;2022-03-12 19:17:39;52.4492;10.9188;344;24;1185;Clb=-6.5m/s p=887.6hPa t=4.9C h=8.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:17:34;52.449;10.919;342;24;1213;Clb=-6.4m/s p=884.6hPa t=5.5C h=7.2% 405.70MHz Type=RS41-SGP TxOff=2h30m batt=2.6V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:17:30;52.4488;10.9191;346;26;1243;Clb=-7.3m/s p=881.6hPa t=6.5C 405.70MHz Type=RS41-SGP TxOff=2h30m batt=2.6V powerup=3h03m35s sondemod 1.36e
THATR2-14;T1231063;2022-03-12 19:17:28;52.4486;10.9191;345;24;1256;Clb=-5.9m/s p=879.8hPa t=6.5C h=6.3% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:17:22;52.4483;10.9193;345;28;1296;Clb=-6.8m/s p=875.7hPa t=6.3C h=6.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:17:20;52.4481;10.9194;346;30;1309;Clb=-6.5m/s p=874.2hPa t=6.2C 405.70MHz Type=RS41-SGP
THATR2-14;T1231063;2022-03-12 19:17:16;52.4478;10.9195;346;30;1338;Clb=-7.0m/s p=871.1hPa t=5.9C h=6.8% 405.70MHz Type=RS41-SGP TxOff=2h30m batt=2.6V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:17:10;52.4474;10.9197;337;33;1383;Clb=-6.7m/s p=866.3hPa t=5.6C 405.70MHz Type=RS41-SGP powerup=3h03m15s sondemod 1.36e
DM3MS-14;T1231063;2022-03-12 19:17:05;52.447;10.9199;343;35;1419;Clb=-6.2m/s t=6.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:17:04;52.4469;10.92;344;37;1426;Clb=-6.0m/s p=861.7hPa t=5.2C h=7.2% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:17:00;52.4466;10.9202;335;39;1457;Clb=-10.0m/s t=5.9C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:16:58;52.4464;10.9203;335;39;1476;Clb=-8.5m/s p=856.8hPa t=4.9C h=7.6% 405.70MHz Type=RS41-SGP TxOff=2h30m batt=2.5V Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:16:55;52.4461;10.9205;336;41;1501;Clb=-6.8m/s t=5.4C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:16:52;52.4459;10.9207;337;43;1524;Clb=-7.6m/s p=851.6hPa t=4.4C h=7.8% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:16:50;52.4457;10.9208;335;44;1537;Clb=-6.8m/s t=5.2C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:16:46;52.4453;10.9212;330;46;1563;Clb=-6.6m/s p=847.3hPa t=4.1C h=8.1% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:16:45;52.4452;10.9213;328;46;1570;Clb=-6.9m/s t=5.0C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:16:40;52.4447;10.9218;326;48;1602;Clb=-5.6m/s t=4.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:16:38;52.4444;10.9221;330;50;1622;Clb=-6.1m/s p=841.5hPa t=3.8C h=9.6% 405.70MHz Type=RS41-SGP TxOff=2h31m batt=2.6V Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:16:35;52.4442;10.9223;330;50;1634;Clb=-6.6m/s t=4.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:16:30;52.4437;10.9229;322;52;1669;Clb=-6.2m/s p=836.7hPa t=3.8C 405.70MHz Type=RS41-SGP TxOff=2h31m batt=2.6V powerup=3h02m35s sondemod 1.36e
DM3MS-14;T1231063;2022-03-12 19:16:25;52.4432;10.9236;323;52;1703;Clb=-7.1m/s t=4.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:16:20;52.4427;10.9242;323;52;1734;Clb=-6.6m/s p=829.8hPa t=3.5C 405.70MHz Type=RS41-SGP
DM3MS-14;T1231063;2022-03-12 19:16:15;52.4422;10.9248;324;54;1779;Clb=-9.3m/s t=4.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO4OSS-14;T1231063;2022-03-12 19:16:14;52.4419;10.9251;326;52;1796;Clb=-6.6m/s t=3.2C h=8.5% p=823.5hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL2LAY-13;T1231063;2022-03-12 19:16:10;52.4416;10.9254;326;52;1817;Clb=-7.8m/s p=821.4hPa t=3.2C 405.70MHz Type=RS41-SGP powerup=3h02m15s sondemod 1.36e
DM3MS-14;T1231063;2022-03-12 19:16:05;52.4411;10.926;326;54;1856;Clb=-7.2m/s t=3.9C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-12;T1231063;2022-03-12 19:16:03;52.4408;10.9263;328;44;1869;Clb=-7.0m/s p=816.0hPa t=3.0C h=8.7% 405.70MHz Type=RS41-SGP TxOff=2h31m batt=2.5V Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:16:00;52.4405;10.9266;329;54;1888;Clb=-6.4m/s t=3.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:15:55;52.4399;10.9272;330;52;1921;Clb=-6.5m/s t=3.4C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:15:53;52.4397;10.9274;328;50;1934;Clb=-5.8m/s p=809.4hPa t=2.5C h=10.5% 405.700MHz Type=RS41-SGP rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 19:15:50;52.4394;10.9277;330;52;1953;Clb=-6.1m/s t=3.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:15:45;52.4388;10.9283;330;52;1989;Clb=-7.7m/s t=2.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO4OSS-14;T1231063;2022-03-12 19:15:43;52.4385;10.9286;329;52;2011;Clb=-7.1m/s t=1.8C h=11.3% p=801.7hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL2LAY-13;T1231063;2022-03-12 19:15:40;52.4383;10.9288;329;52;2027;Clb=-7.5m/s p=800.1hPa t=1.7C 405.70MHz Type=RS41-SGP
KAKTU2-11;T1231063;2022-03-12 19:15:37;52.4379;10.9292;331;52;2049;Clb=-6.2m/s p=798.1hPa t=1.5C h=11.8% 405.700MHz Type=RS41-SGP TxOff=2h32m rdzTTGOsonde
AA1-11;T1231063;2022-03-12 19:15:36;52.4378;10.9293;330;52;2055;Clb=-6.6m/s p=797.4hPa t=1.4C h=11.9% 405.70MHz Type=RS41-SGP TxOff=2h32m batt=2.6V powerup=3h01m41s
DM3MS-14;T1231063;2022-03-12 19:15:35;52.4377;10.9294;330;52;2063;Clb=-7.6m/s t=2.2C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:15:30;52.4372;10.9299;328;50;2098;Clb=-6.9m/s t=1.9C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:15:26;52.4367;10.9304;328;52;2127;Clb=-5.8m/s p=790.4hPa t=0.8C h=11.8% 405.700MHz Type=RS41-SGP TxOff=2h32m rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 19:15:25;52.4366;10.9305;328;50;2133;Clb=-7.5m/s t=1.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:15:23;52.4363;10.9308;330;50;2153;Clb=-6.0m/s p=787.7hPa t=0.5C h=12.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:15:21;52.4362;10.9309;331;48;2160;Clb=-7.1m/s p=787.1hPa t=0.5C h=11.9% 405.70MHz Type=RS41-SGP elevation=-0.07 dist=171.697
DL2LAY-13;T1231063;2022-03-12 19:15:20;52.4361;10.931;331;48;2166;Clb=-6.5m/s p=786.4hPa t=0.5C 405.70MHz Type=RS41-SGP
BIOWL1-11;T1231063;2022-03-12 19:15:17;52.4358;10.9313;332;46;2187;Clb=-7.1m/s p=784.3hPa t=0.2C h=12.1% 405.70MHz Type=RS41-SGP powerup=3h01m22s rx=405700(+0/5)
DM3MS-14;T1231063;2022-03-12 19:15:15;52.4356;10.9315;332;48;2202;Clb=-7.5m/s t=1.0C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:15:14;52.4353;10.9317;333;48;2218;Clb=-7.5m/s p=782.3hPa t=0.1C h=10.7% 405.700MHz Type=RS41-SGP TxOff=2h32m rdzTTGOsonde
DO4OSS-14;T1231063;2022-03-12 19:15:12;52.4351;10.9319;332;46;2231;Clb=-6.3m/s t=-0.1C h=9.5% p=780.1hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
THATR2-14;T1231063;2022-03-12 19:15:11;52.435;10.932;333;44;2238;Clb=-7.2m/s p=779.4hPa t=-0.1C h=10.1% 405.70MHz Type=RS41-SGP TxOff=2h32m batt=2.6V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:15:10;52.435;10.932;333;44;2238;Clb=-7.2m/s p=779.4hPa t=-0.0C 405.70MHz Type=RS41-SGP powerup=3h01m15s sondemod 1.36e
AA1-11;T1231063;2022-03-12 19:15:06;52.4346;10.9323;335;43;2268;Clb=-7.0m/s p=776.5hPa t=-0.2C h=9.9% 405.70MHz Type=RS41-SGP powerup=3h01m11s
DM3MS-14;T1231063;2022-03-12 19:15:05;52.4345;10.9324;335;44;2275;Clb=-7.6m/s t=0.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:15:04;52.4344;10.9325;335;44;2282;Clb=-6.5m/s t=0.4C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:15:03;52.4343;10.9325;336;44;2290;Clb=-8.0m/s p=774.6hPa t=-0.4C h=9.6% 405.700MHz Type=RS41-SGP TxOff=2h32m rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 19:15:00;52.434;10.9328;336;43;2311;Clb=-7.1m/s t=0.2C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:59;52.4338;10.9329;334;41;2326;Clb=-6.5m/s p=771.1hPa t=-0.6C h=8.8% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:14:56;52.4336;10.9331;333;41;2339;Clb=-7.1m/s t=0.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:14:55;52.4335;10.9332;333;41;2346;Clb=-6.9m/s t=0.0C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:53;52.4333;10.9334;335;41;2370;Clb=-8.6m/s p=766.9hPa t=-0.9C h=8.3% 405.70MHz Type=RS41-SGP TxOff=2h32m batt=2.5V Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:14:52;52.4333;10.9334;335;41;2370;Clb=-8.6m/s p=766.9hPa t=-0.9C h=8.3% 405.700MHz Type=RS41-SGP TxOff=2h33m rdzTTGOsonde
AA1-11;T1231063;2022-03-12 19:14:51;52.4332;10.9334;335;39;2379;Clb=-7.7m/s p=766.1hPa t=-1.0C h=8.2% 405.70MHz Type=RS41-SGP TxOff=2h32m batt=2.6V elevation=0.00 dist=171.942
DM3MS-14;T1231063;2022-03-12 19:14:50;52.4331;10.9335;335;39;2387;Clb=-7.8m/s t=-0.2C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:14:49;52.433;10.9336;335;39;2394;Clb=-7.4m/s t=-0.2C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:47;52.4327;10.9338;334;39;2417;Clb=-6.7m/s p=762.1hPa t=-1.2C h=6.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM0DOS-15;T1231063;2022-03-12 19:14:46;52.4327;10.9338;334;35;2417;Clb=-6.7m/s p=762.1hPa t=-1.2C h=6.6% 405.70MHz Type=RS41-SGP TxOff=2h33m batt=2.5V
DM3MS-14;T1231063;2022-03-12 19:14:45;52.4326;10.9339;333;39;2425;Clb=-7.1m/s t=-0.4C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:14:44;52.4326;10.9339;333;39;2431;Clb=-6.9m/s t=-0.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:42;52.4324;10.9341;331;37;2445;Clb=-7.1m/s p=759.4hPa t=-1.4C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AM1SDL-11;T1231063;2022-03-12 19:14:40;52.4322;10.9343;331;35;2459;Clb=-7.8m/s p=751.8hPa t=0.0C h=0.0% Type=RS41-SGP SV=20215 V=2.5V S=-42.7dB Unchecked-Data ...JO52XM Sondenmonitor Altmark
DL4AWI-14;T1231063;2022-03-12 19:14:39;52.4321;10.9343;331;37;2468;Clb=-7.5m/s t=-0.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:36;52.4319;10.9345;331;35;2489;Clb=-7.0m/s p=755.3hPa t=-1.6C h=4.8% 405.70MHz Type=RS41-SGP TxOff=2h33m batt=2.6V Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:14:35;52.4318;10.9346;331;35;2496;Clb=-7.0m/s t=-0.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:14:34;52.4318;10.9347;329;35;2504;Clb=-6.9m/s t=-0.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
SONDE2-11;T1231063;2022-03-12 19:14:33;52.4317;10.9348;328;35;2511;Clb=-7.1m/s p=753.2hPa t=-1.7C h=5.5% 405.70MHz Type=RS41-SGP powerup=3h00m38s rx=405700(+0/5)
KAKTU2-11;T1231063;2022-03-12 19:14:32;52.4316;10.9348;329;35;2518;Clb=-7.4m/s p=752.8hPa t=-1.8C h=5.6% 405.700MHz Type=RS41-SGP TxOff=2h33m rdzTTGOsonde
THATR2-14;T1231063;2022-03-12 19:14:30;52.4315;10.935;331;35;2532;Clb=-6.6m/s p=751.2hPa t=-1.9C h=6.1% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AM1SDL-11;T1231063;2022-03-12 19:14:28;52.4313;10.9351;331;35;2545;Clb=-6.7m/s p=743.9hPa t=0.0C h=0.0% Type=RS41-SGP SV=20215 V=2.5V S=-42.7dB Unchecked-Data ...JO52XM Sondenmonitor Altmark
DM3MS-14;T1231063;2022-03-12 19:14:25;52.4311;10.9353;333;35;2567;Clb=-6.9m/s t=-1.3C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:24;52.431;10.9354;332;35;2574;Clb=-6.7m/s p=747.4hPa t=-2.2C h=6.3% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM0DOS-15;T1231063;2022-03-12 19:14:23;52.4309;10.9355;331;74;2580;Clb=-6.4m/s p=746.7hPa t=-2.2C h=6.3% 405.70MHz Type=RS41-SGP
KAKTU2-11;T1231063;2022-03-12 19:14:22;52.4308;10.9355;330;35;2587;Clb=-6.4m/s p=746.0hPa t=-2.3C h=6.3% 405.700MHz Type=RS41-SGP TxOff=2h33m rdzTTGOsonde
AA1-11;T1231063;2022-03-12 19:14:21;52.4308;10.9356;329;37;2594;Clb=-6.4m/s p=745.4hPa t=-2.3C h=6.5% 405.70MHz Type=RS41-SGP elevation=0.07 dist=172.136
DM3MS-14;T1231063;2022-03-12 19:14:20;52.4307;10.9357;328;35;2600;Clb=-6.6m/s t=-1.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:18;52.4305;10.9358;330;35;2613;Clb=-6.8m/s p=743.5hPa t=-2.5C h=6.8% 405.70MHz Type=RS41-SGP TxOff=2h33m batt=2.6V Details zu http://radiosondy.info
SONDE2-11;T1231063;2022-03-12 19:14:17;52.4305;10.9359;329;37;2620;Clb=-7.0m/s p=742.9hPa t=-2.5C h=6.8% 405.70MHz Type=RS41-SGP powerup=3h00m22s rx=405700(+0/5)
DL4AWI-14;T1231063;2022-03-12 19:14:15;52.4303;10.9361;329;37;2635;Clb=-6.5m/s t=-1.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:14:12;52.4301;10.9363;331;37;2654;Clb=-6.4m/s p=739.7hPa t=-2.7C h=7.3% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:14:10;52.4299;10.9365;330;39;2666;Clb=-6.3m/s t=-1.9C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO4OSS-14;T1231063;2022-03-12 19:14:09;52.4298;10.9365;330;37;2673;Clb=-6.4m/s t=-2.9C h=7.7% p=737.9hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
THATR2-14;T1231063;2022-03-12 19:14:06;52.4296;10.9368;332;39;2692;Clb=-6.3m/s p=736.1hPa t=-3.0C h=7.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:14:05;52.4295;10.9368;331;39;2698;Clb=-6.3m/s t=-2.2C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-12;T1231063;2022-03-12 19:14:03;52.4293;10.937;330;39;2712;Clb=-6.3m/s p=734.4hPa t=-3.2C h=8.5% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:14:01;52.4292;10.9372;331;39;2725;Clb=-6.4m/s p=733.1hPa t=-3.4C h=8.5% 405.700MHz Type=RS41-SGP TxOff=2h34m rdzTTGOsonde
THATR2-14;T1231063;2022-03-12 19:14:00;52.4291;10.9372;330;39;2731;Clb=-6.4m/s p=732.5hPa t=-3.4C h=8.8% 405.70MHz Type=RS41-SGP TxOff=2h33m batt=2.5V Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:13:55;52.4286;10.9376;333;39;2764;Clb=-6.5m/s t=-2.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:13:54;52.4286;10.9377;333;41;2770;Clb=-6.1m/s p=728.9hPa t=-3.7C h=9.2% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:13:51;52.4283;10.9379;334;41;2789;Clb=-6.3m/s p=727.1hPa t=-3.9C h=9.5% 405.70MHz Type=RS41-SGP elevation=0.13 dist=172.332
DM3MS-14;T1231063;2022-03-12 19:13:50;52.4282;10.938;335;41;2795;Clb=-6.4m/s t=-3.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AM1SDL-11;T1231063;2022-03-12 19:13:46;52.4278;10.9383;335;41;2822;Clb=-6.2m/s p=718.7hPa t=0.0C h=0.0% Type=RS41 SV=20215 V=2.5V S=-42.9dB Unchecked-Data ...JO52XM Sondenmonitor Altmark
DM3MS-14;T1231063;2022-03-12 19:13:45;52.4277;10.9383;335;41;2828;Clb=-6.1m/s t=-3.4C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:13:44;52.4277;10.9384;335;41;2835;Clb=-6.9m/s p=722.9hPa t=-4.3C h=10.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:13:41;52.4274;10.9386;338;41;2855;Clb=-6.3m/s t=-3.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:13:40;52.4273;10.9387;339;41;2861;Clb=-6.6m/s t=-3.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:13:39;52.4272;10.9387;340;41;2868;Clb=-6.5m/s p=720.1hPa t=-4.5C h=8.7% 405.700MHz Type=RS41-SGP TxOff=2h34m rdzTTGOsonde
DO4OSS-14;T1231063;2022-03-12 19:13:38;52.4271;10.9388;339;39;2874;Clb=-6.5m/s t=-4.5C h=8.5% p=719.4hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL4AWI-14;T1231063;2022-03-12 19:13:36;52.4269;10.9389;340;39;2888;Clb=-6.5m/s t=-3.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:13:35;52.4268;10.939;340;41;2895;Clb=-6.4m/s t=-3.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AM1SDL-11;T1231063;2022-03-12 19:13:30;52.4263;10.9392;342;41;2927;Clb=-6.5m/s p=709.4hPa t=0.0C h=0.0% Type=RS41 SV=20215 V=2.5V S=-42.8dB Unchecked-Data ...JO52XM Sondenmonitor Altmark
KAKTU2-11;T1231063;2022-03-12 19:13:29;52.4262;10.9393;343;41;2933;Clb=-6.4m/s p=714.0hPa t=-5.0C h=9.2% 405.700MHz Type=RS41-SGP TxOff=2h34m rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 19:13:25;52.4258;10.9395;346;39;2958;Clb=-6.1m/s t=-4.3C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL1XH-11;T1231063;2022-03-12 19:13:22;52.4256;10.9396;347;41;2978;Clb=-6.6m/s p=709.9hPa t=-5.3C h=8.7% 405.70MHz Type=RS41-SGP TxOff=2h34m batt=2.6V powerup=2h59m27s rx=405700(-1/5)
AA1-11;T1231063;2022-03-12 19:13:21;52.4255;10.9396;347;41;2985;Clb=-6.4m/s p=709.3hPa t=-5.3C h=9.2% 405.70MHz Type=RS41-SGP TxOff=2h34m batt=2.6V elevation=0.19 dist=172.581
TOMI05-11;T1231063;2022-03-12 19:13:20;52.4254;10.9397;348;41;2991;Clb=-6.6m/s p=708.6hPa t=-5.4C h=9.4% 405.70MHz Type=RS41-SGP TxOff=2h34m batt=2.6V rssi=47.2dB azimuth=280 powerup=2h59m25s rx=405700(+1/5) dev=SDR0 FN=10765 S
AM1SDL-11;T1231063;2022-03-12 19:13:16;52.425;10.9398;351;41;3018;Clb=-6.3m/s p=701.4hPa t=0.0C h=0.0% Type=RS41 V=2.5V S=-42.9dB Unchecked-Data ...JO52XM Sondenmonitor Altmark
DL2LAY-13;T1231063;2022-03-12 19:13:10;52.4244;10.9399;355;41;3057;Clb=-6.5m/s p=702.8hPa t=-5.7C 405.70MHz Type=RS41-SGP powerup=2h59m15s sondemod 1.36e
KAKTU2-11;T1231063;2022-03-12 19:13:08;52.4242;10.94;358;41;3071;Clb=-6.7m/s p=701.7hPa t=-5.8C h=7.3% 405.700MHz Type=RS41-SGP TxOff=2h35m rdzTTGOsonde
AA1-11;T1231063;2022-03-12 19:13:06;52.424;10.94;359;41;3084;Clb=-6.5m/s p=700.4hPa t=-5.8C h=6.7% 405.70MHz Type=RS41-SGP powerup=2h59m11s
SONDE2-11;T1231063;2022-03-12 19:13:00;52.4233;10.94;359;39;3124;Clb=-6.4m/s p=696.9hPa t=-5.9C h=5.8% 405.70MHz Type=RS41-SGP powerup=2h59m05s rx=405700(+0/5)
DM3MS-14;T1231063;2022-03-12 19:12:58;52.4231;10.94;358;39;3137;Clb=-6.6m/s t=-5.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO1FJD-14;T1231063;2022-03-12 19:12:56;52.4229;10.94;360;39;3150;Clb=-6.4m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
