STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
JO53VA-14;T1231063;2022-03-12 17:26:08;53.0701;9.92642;39;46;12327;Clb=4.0m/s p=179.1hPa t=-62.6C h=11.2% 405.70MHz Type=RS41-SGP TxOff=4h21m batt=2.7V Details zu http://radiosondy.info
DF2TH-14;T1231063;2022-03-12 17:26:06;53.0699;9.92616;45;54;12317;Clb=6.2m/s calibration 35% Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:26:04;53.0697;9.92581;42;41;12304;Clb=4.0m/s p=179.7hPa t=-62.5C h=7.1% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
SONDE2-11;T1231063;2022-03-12 17:26:02;53.0696;9.9257;34;50;12298;Clb=4.7m/s p=179.9hPa t=-62.4C h=11.7% 405.70MHz Type=RS41-SGP TxOff=4h21m powerup=1h12m07s rx=405700(+0/5)
DO6GZ-11;T1231063;2022-03-12 17:26:00;53.0694;9.92551;29;56;12291;Clb=3.6m/s p=180.2hPa t=-62.4C h=7.0% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:25:58;53.0691;9.92526;34;63;12281;Clb=6.1m/s p=180.5hPa t=-62.3C h=6.8% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DO2LMV-13;T1231063;2022-03-12 17:25:56;53.0689;9.92495;40;44;12269;Clb=4.8m/s p=180.8hPa t=-62.1C h=11.2% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 17:25:52;53.0685;9.92437;40;39;12252;Clb=5.0m/s p=181.3hPa t=-62.0C h=11.2% 405.70MHz Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DL1ZP-14;T1231063;2022-03-12 17:25:50;53.0683;9.92419;27;35;12243;Clb=4.3m/s t=-61.9C h=6.9% p=181.7hPa 405.701 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DO6GZ-11;T1231063;2022-03-12 17:25:48;53.0682;9.92406;24;35;12231;Clb=7.4m/s p=182.0hPa t=-61.8C h=6.9% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DM0DOS-15;T1231063;2022-03-12 17:25:46;53.068;9.92393;25;59;12218;Clb=6.3m/s calibration 80% Type=RS41-SGP rx=405700(+1/5)
DN4BAS-14;T1231063;2022-03-12 17:25:42;53.0674;9.92354;19;56;12198;Clb=4.7m/s p=182.9hPa t=-61.5C h=11.5% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:25:40;53.0671;9.92341;11;56;12190;Clb=2.5m/s p=183.2hPa t=-61.6C h=7.4% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
TOFFI2-11;T1231063;2022-03-12 17:25:38;53.0669;9.92336;6;48;12180;Clb=5.1m/s calibration 17% Type=RS41 batt=2.7V Details zu http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 17:25:36;53.0668;9.92334;5;41;12174;Clb=6.7m/s p=183.7hPa t=-61.8C h=7.5% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:25:34;53.0665;9.92327;16;33;12156;Clb=6.1m/s p=184.2hPa t=-61.8C h=7.7% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 17:25:32;53.0664;9.92319;23;44;12146;Clb=4.1m/s p=184.4hPa t=-61.7C h=12.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:25:30;53.0662;9.92308;17;43;12135;Clb=5.3m/s p=184.8hPa t=-61.8C h=8.0% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:25:28;53.0659;9.92298;13;56;12124;Clb=5.7m/s p=185.2hPa t=-61.8C h=8.0% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
KAKTU2-12;T1231063;2022-03-12 17:25:26;53.0656;9.92287;15;56;12112;Clb=5.5m/s p=185.5hPa t=-61.8C h=12.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:25:24;53.0652;9.92269;14;67;12099;Clb=6.4m/s p=185.8hPa t=-61.8C h=8.2% 405.700MHz Type=RS41-SGP TxOff=4h22m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 17:25:22;53.065;9.92264;12;56;12094;Clb=4.7m/s p=186.1hPa t=-61.8C h=12.8% 405.70MHz Type=RS41-SGP TxOff=4h22m batt=2.7V Details zu http://radiosondy.info
DL6WO-14;T1231063;2022-03-12 17:25:20;53.0647;9.92252;15;50;12084;Clb=3.9m/s p=186.4hPa t=-61.8C h=12.9% 405.70MHz Type=RS41-SGP TxOff=4h22m Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 17:25:18;53.0645;9.9224;17;50;12073;Clb=7.3m/s p=186.7hPa t=-61.5C 405.70MHz Type=RS41-SGP
DH3DM-HH;T1231063;2022-03-12 17:25:16;53.0644;9.92236;11;41;12066;Clb=6.9m/s p=186.9hPa t=-61.8C h=8.7% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DF2AP-14;T1231063;2022-03-12 17:25:12;53.0638;9.92247;353;52;12037;Clb=6.2m/s p=187.8hPa t=-61.8C h=13.7% 405.70MHz Type=RS41-SGP powerup=1h11m17s
DO6GZ-11;T1231063;2022-03-12 17:25:08;53.0632;9.92245;9;52;12012;Clb=5.6m/s p=188.6hPa t=-61.8C h=9.4% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 17:25:06;53.063;9.9224;6;54;12002;Clb=6.2m/s p=188.8hPa t=-61.7C h=13.9% 405.70MHz Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DJ6OI-14;T1231063;2022-03-12 17:25:02;53.0625;9.92245;348;50;11973;Clb=5.9m/s p=189.7hPa t=-61.6C h=14.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:25:00;53.0622;9.92256;346;56;11961;Clb=5.9m/s p=190.1hPa t=-61.6C h=10.1% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 17:24:58;53.0619;9.92268;344;52;11952;Clb=5.7m/s p=190.3hPa t=-61.1C 405.70MHz Type=RS41-SGP batt=2.7V
DO6GZ-11;T1231063;2022-03-12 17:24:56;53.0617;9.92279;347;48;11939;Clb=5.4m/s p=190.8hPa t=-61.3C h=10.1% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:24:54;53.0615;9.92288;348;46;11929;Clb=5.9m/s p=191.1hPa t=-61.4C h=10.2% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:24:52;53.0612;9.92299;344;56;11916;Clb=5.4m/s p=191.5hPa t=-61.6C h=10.5% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DL8OBX-14;T1231063;2022-03-12 17:24:50;53.0609;9.92313;346;56;11907;Clb=6.0m/s p=191.7hPa t=-61.3C h=10.2% 405.70MHz Type=RS41-SGP BK=Off SV=20215 V=2.7V S=-20.0dB  JO42TP
DL1ZP-14;T1231063;2022-03-12 17:24:48;53.0606;9.92324;350;59;11896;Clb=3.1m/s t=-61.6C h=-1.0% p=-1.0hPa 405.701 MHz Type=RS41-SGP ser=T1231063 Radiosonde
JO53VA-14;T1231063;2022-03-12 17:24:46;53.0604;9.92332;349;54;11887;Clb=4.9m/s p=192.3hPa t=-61.5C h=15.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
SWLJO43;T1231063;2022-03-12 17:24:44;53.06;9.92348;344;54;11874;Clb=4.6m/s t=-61.5C h=11.2% p=192.8hPa 405.700 MHz Type=RS41-SGP Radiosonde
DL1LOL-14;T1231063;2022-03-12 17:24:42;53.0598;9.92355;343;54;11869;Clb=4.9m/s p=192.9hPa t=-61.4C h=16.0% 405.70MHz Type=RS41-SGP TxOff=4h23m Details radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:24:40;53.0596;9.9237;339;54;11860;Clb=4.8m/s p=193.2hPa t=-61.4C h=11.4% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 17:24:38;53.0593;9.92384;346;52;11850;Clb=2.9m/s p=193.5hPa t=-61.1C 405.70MHz Type=RS41-SGP TxOff=4h23m
AA1-11;T1231063;2022-03-12 17:24:36;53.0591;9.9239;357;57;11842;Clb=5.1m/s p=193.7hPa t=-61.6C h=16.8% 405.70MHz Type=RS41-SGP batt=2.7V powerup=1h10m41s
DL1XH-11;T1231063;2022-03-12 17:24:34;53.0588;9.92391;1;57;11832;Clb=5.8m/s p=194.1hPa t=-61.6C h=17.3% 405.70MHz Type=RS41-SGP batt=2.7V powerup=1h10m39s rx=405700(-1/5)
DO6GZ-11;T1231063;2022-03-12 17:24:32;53.0585;9.9239;2;52;11822;Clb=3.1m/s p=194.4hPa t=-61.9C h=13.2% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:24:30;53.0583;9.9239;360;46;11813;Clb=4.1m/s p=194.7hPa t=-62.0C h=13.8% 405.700MHz Type=RS41-SGP TxOff=4h23m rdzTTGOsonde
SONDE2-11;T1231063;2022-03-12 17:24:28;53.0581;9.92392;354;59;11805;Clb=4.7m/s p=194.9hPa t=-62.0C h=19.4% 405.70MHz Type=RS41-SGP powerup=1h10m33s rx=405700(+0/5)
PD5MF-14;T1231063;2022-03-12 17:24:26;53.0578;9.92399;351;57;11795;Clb=4.0m/s p=195.2hPa t=-61.7C h=13.4% 405.70MHz Type=RS41-SGP BK=Off SV=20215 V=2.7V S=-16.4dB
DO6GZ-11;T1231063;2022-03-12 17:24:24;53.0575;9.92409;348;69;11787;Clb=4.8m/s p=195.6hPa t=-62.0C h=14.1% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DL1LOL-14;T1231063;2022-03-12 17:24:22;53.0571;9.92421;349;59;11779;Clb=2.6m/s p=195.8hPa t=-62.1C h=19.8% 405.70MHz Type=RS41-SGP batt=2.7V Details radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:24:20;53.0568;9.92431;352;63;11770;Clb=5.3m/s p=196.1hPa t=-62.3C h=14.9% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:24:18;53.0565;9.92438;354;56;11759;Clb=7.5m/s p=196.4hPa t=-62.4C h=15.1% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 17:24:16;53.0563;9.92443;355;54;11747;Clb=5.0m/s p=196.8hPa t=-62.4C h=20.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 17:24:14;53.0561;9.92445;357;52;11740;Clb=8.5m/s p=197.1hPa t=-62.4C h=15.4% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 17:24:12;53.0557;9.92446;4;54;11719;Clb=7.1m/s t=-61.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:24:10;53.0554;9.92443;3;57;11708;Clb=4.4m/s p=198.1hPa t=-62.3C h=16.8% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
GOEST3-11;T1231063;2022-03-12 17:24:08;53.0552;9.92444;354;54;11695;Clb=6.3m/s p=198.4hPa t=-62.2C h=22.4% 405.70MHz Type=RS41-SGP TxOff=4h23m rssi=50.7dB azimuth=113
DN4BAS-14;T1231063;2022-03-12 17:24:06;53.0549;9.92453;340;48;11684;Clb=5.7m/s p=198.8hPa t=-62.3C h=22.4% 405.70MHz Type=RS41-SGP TxOff=4h23m batt=2.7V Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:24:04;53.0546;9.92474;343;48;11669;Clb=6.1m/s p=199.1hPa t=-62.5C h=17.2% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:24:02;53.0545;9.92479;350;50;11663;Clb=5.2m/s p=199.5hPa t=-62.6C h=17.9% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 17:23:58;53.0539;9.92482;3;57;11638;Clb=8.0m/s p=200.3hPa t=-62.3C 405.70MHz Type=RS41-SGP batt=2.7V
PD5MF-14;T1231063;2022-03-12 17:23:56;53.0536;9.9248;2;57;11623;Clb=5.8m/s p=200.7hPa t=-62.3C h=18.5% 405.70MHz Type=RS41-SGP BK=Off SV=20215 V=2.7V S=-13.6dB
DO4CZ-15;T1231063;2022-03-12 17:23:54;53.0535;9.9248;1;56;11617;Clb=6.3m/s p=201.0hPa t=-62.6C h=18.6% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:23:52;53.0531;9.92483;356;56;11594;Clb=6.3m/s p=201.8hPa t=-62.7C h=19.2% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DJ6OI-14;T1231063;2022-03-12 17:23:50;53.0528;9.92487;357;57;11580;Clb=7.3m/s p=202.1hPa t=-62.8C h=25.8% 405.70MHz Type=RS41-SGP TxOff=4h23m batt=2.7V Details zu http://radiosondy.info
GOEST3-11;T1231063;2022-03-12 17:23:48;53.0525;9.92489;358;61;11569;Clb=9.1m/s p=202.6hPa t=-62.9C h=26.2% 405.70MHz Type=RS41-SGP Sats=10 powerup=1h09m53s sondemod 1.36h
DB4BIN-14;T1231063;2022-03-12 17:23:46;53.0522;9.92492;358;61;11555;Clb=6.5m/s p=203.0hPa t=-63.0C h=26.5% calibration 98% 405.70MHz Type=RS41-SGP DB4BIN´s Wettersonden-Empfangsmopped
DO6GZ-11;T1231063;2022-03-12 17:23:44;53.0517;9.92496;358;63;11536;Clb=8.8m/s p=203.5hPa t=-63.1C h=20.9% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DO2LMV-13;T1231063;2022-03-12 17:23:42;53.0515;9.92496;2;57;11529;Clb=5.3m/s p=203.8hPa t=-63.1C h=26.9% calibration 98% 405.70MHz Type=RS41-SGP TxOff=4h24m Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:23:40;53.0512;9.92492;11;56;11514;Clb=7.3m/s p=204.3hPa t=-63.1C h=20.7% 405.700MHz Type=RS41-SGP TxOff=4h24m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 17:23:38;53.051;9.92482;14;54;11503;Clb=6.8m/s p=204.7hPa t=-63.1C 405.70MHz Type=RS41-SGP
DL1XH1-11;T1231063;2022-03-12 17:23:36;53.0507;9.92475;7;52;11494;Clb=5.3m/s p=205.0hPa t=-63.6C h=28.4% 405.70MHz Type=RS41-SGP batt=2.7V powerup=1h09m41s sondemod 1.36h
DO6GZ-11;T1231063;2022-03-12 17:23:34;53.0504;9.92473;358;52;11474;Clb=6.7m/s p=205.4hPa t=-63.7C h=22.1% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:23:32;53.0502;9.92475;353;56;11469;Clb=4.7m/s p=205.9hPa t=-63.9C h=22.9% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:23:30;53.0499;9.92484;350;61;11456;Clb=4.7m/s p=206.3hPa t=-63.9C h=23.4% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DB4BIN-14;T1231063;2022-03-12 17:23:28;53.0496;9.92492;353;54;11444;Clb=5.4m/s p=206.6hPa t=-63.8C h=30.1% calibration 98% 405.70MHz Type=RS41-SGP DB4BIN´s Wettersonden-Empfangsmopped
DO2LMV-13;T1231063;2022-03-12 17:23:26;53.0493;9.92493;5;57;11434;Clb=7.0m/s p=207.0hPa t=-63.9C h=30.0% calibration 98% 405.70MHz Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:23:24;53.0489;9.92484;13;48;11415;Clb=6.9m/s p=207.5hPa t=-64.1C h=23.7% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO4CZ-15;T1231063;2022-03-12 17:23:22;53.0489;9.92484;13;48;11415;Clb=6.9m/s p=207.7hPa t=-64.1C h=23.9% 405.700MHz Type=RS41-SGP rdzTTGOsonde
DL6WO-14;T1231063;2022-03-12 17:23:20;53.0486;9.92478;359;63;11401;Clb=4.9m/s p=208.1hPa t=-64.1C h=30.6% 405.70MHz Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DL1LOL-14;T1231063;2022-03-12 17:23:18;53.0484;9.92482;349;63;11391;Clb=5.3m/s p=208.5hPa t=-64.2C h=31.2% 405.70MHz Type=RS41-SGP batt=2.7V Details radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:23:16;53.0481;9.92492;347;61;11382;Clb=3.5m/s p=208.8hPa t=-64.4C h=24.8% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:23:14;53.0476;9.9251;350;74;11365;Clb=6.7m/s p=209.1hPa t=-64.6C h=25.4% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DB4BIN-14;T1231063;2022-03-12 17:23:12;53.0474;9.92515;355;70;11359;Clb=6.4m/s p=209.5hPa t=-64.8C h=33.8% calibration 98% 405.70MHz Type=RS41-SGP batt=2.7V DB4BIN´s Wettersonden-Empfangsmopped
GOEST3-11;T1231063;2022-03-12 17:23:10;53.0471;9.92516;4;65;11349;Clb=4.8m/s p=209.9hPa t=-64.7C h=34.0% 405.70MHz Type=RS41-SGP batt=2.7V rssi=51.4dB azimuth=114
DO2LMV-13;T1231063;2022-03-12 17:23:08;53.0467;9.9251;9;70;11338;Clb=5.3m/s p=210.3hPa t=-64.6C calibration 98% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:23:06;53.0463;9.92506;357;61;11322;Clb=5.0m/s p=210.9hPa t=-64.6C h=26.8% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO2TMJ-11;T1231063;2022-03-12 17:23:02;53.0458;9.92519;349;70;11305;Clb=5.0m/s p=211.3hPa t=-64.3C h=33.1% 405.70MHz Type=RS41-SGP batt=2.7V rssi=53.4dB dist=78.475 azimuth=25 elevation=7.87
DL8OBX-14;T1231063;2022-03-12 17:23:00;53.0455;9.9253;349;67;11295;Clb=4.5m/s p=211.8hPa t=-63.9C h=23.5% 405.70MHz Type=RS41-SGP BK=Off SV=20215 V=2.7V S=-20.9dB  JO42TP
DL1LOL-14;T1231063;2022-03-12 17:22:58;53.0451;9.9254;355;65;11283;Clb=6.1m/s p=212.1hPa t=-64.1C h=32.7% 405.70MHz Type=RS41-SGP TxOff=4h24m Details radiosondy.info
DB4BIN-14;T1231063;2022-03-12 17:22:56;53.0447;9.92542;4;65;11272;Clb=5.7m/s p=212.5hPa t=-64.0C calibration 98% 405.70MHz Type=RS41-SGP DB4BIN´s Wettersonden-Empfangsmopped
DH3DM-HH;T1231063;2022-03-12 17:22:52;53.0443;9.92534;6;56;11254;Clb=5.8m/s p=213.2hPa t=-63.9C h=26.5% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:22:50;53.0439;9.92538;349;57;11237;Clb=4.3m/s p=213.8hPa t=-63.8C h=26.5% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DL1LOL-14;T1231063;2022-03-12 17:22:48;53.0436;9.92551;343;69;11227;Clb=5.7m/s p=214.1hPa t=-63.8C h=32.5% 405.70MHz Type=RS41-SGP batt=2.7V Details radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:22:46;53.0433;9.92566;348;69;11214;Clb=7.2m/s p=214.6hPa t=-64.0C h=25.6% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:22:44;53.0429;9.92575;355;72;11200;Clb=7.5m/s p=215.0hPa t=-64.2C h=26.8% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 17:22:42;53.0426;9.92576;3;67;11187;Clb=4.4m/s t=-63.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 17:22:40;53.0422;9.92572;5;69;11176;Clb=6.7m/s p=215.9hPa t=-64.2C h=35.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL1LOL-14;T1231063;2022-03-12 17:22:38;53.0419;9.92567;5;65;11164;Clb=6.1m/s p=216.3hPa t=-64.2C h=36.0% 405.70MHz Type=RS41-SGP Details radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:22:36;53.0415;9.92562;5;67;11153;Clb=5.6m/s p=216.7hPa t=-64.3C h=29.0% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:22:32;53.0409;9.92554;6;61;11131;Clb=6.3m/s p=217.6hPa t=-64.2C h=28.2% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 17:22:30;53.0406;9.92551;3;65;11119;Clb=7.1m/s p=217.9hPa t=-64.1C h=35.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL1LOL-14;T1231063;2022-03-12 17:22:28;53.0403;9.92549;1;67;11107;Clb=5.3m/s p=218.4hPa t=-64.1C h=35.9% 405.70MHz Type=RS41-SGP Details radiosondy.info
PD5MF-14;T1231063;2022-03-12 17:22:26;53.0399;9.92549;360;63;11096;Clb=5.6m/s p=218.7hPa t=-63.7C h=26.2% 405.70MHz Type=RS41-SGP BK=Off SV=20215 V=2.7V S=-15.3dB
DO6GZ-11;T1231063;2022-03-12 17:22:24;53.0394;9.92548;4;65;11081;Clb=3.9m/s p=219.2hPa t=-64.0C h=29.5% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:22:22;53.0393;9.92546;6;65;11076;Clb=5.2m/s p=219.5hPa t=-64.0C h=29.7% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 17:22:20;53.039;9.9254;9;63;11066;Clb=5.4m/s p=219.8hPa t=-63.9C h=37.4% 405.70MHz Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DL1LOL-14;T1231063;2022-03-12 17:22:18;53.0386;9.92533;7;65;11056;Clb=4.4m/s p=220.2hPa t=-63.9C h=38.5% 405.70MHz Type=RS41-SGP batt=2.7V Details radiosondy.info
DO6GZ-11;T1231063;2022-03-12 17:22:14;53.0379;9.92518;9;63;11033;Clb=5.2m/s p=220.9hPa t=-64.0C h=31.9% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DM3MS-14;T1231063;2022-03-12 17:22:12;53.0377;9.92514;11;63;11029;Clb=4.4m/s t=-63.3C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 17:22:10;53.0376;9.92509;13;67;11024;Clb=4.4m/s p=221.4hPa t=-63.9C h=32.4% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
SWLJO43;T1231063;2022-03-12 17:22:08;53.0371;9.92494;9;59;11007;Clb=5.9m/s t=-63.8C h=33.1% p=222.0hPa 405.700 MHz Type=RS41-SGP Radiosonde
AA1-11;T1231063;2022-03-12 17:22:06;53.0368;9.9249;360;61;10997;Clb=4.5m/s p=222.3hPa t=-63.7C h=41.4% 405.70MHz Type=RS41-SGP powerup=1h08m11s
DO6GZ-11;T1231063;2022-03-12 17:22:04;53.0364;9.92496;355;59;10981;Clb=5.6m/s p=222.8hPa t=-63.7C h=34.1% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:22:02;53.0362;9.92498;359;61;10976;Clb=4.5m/s p=223.2hPa t=-63.7C h=34.8% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:22:00;53.0359;9.92499;3;69;10965;Clb=5.2m/s p=223.5hPa t=-63.8C h=35.0% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 17:21:58;53.0356;9.92495;6;67;10954;Clb=6.1m/s p=223.9hPa t=-63.8C h=35.2% 405.700MHz Type=RS41-SGP TxOff=4h25m rdzTTGOsonde
PD5MF-14;T1231063;2022-03-12 17:21:56;53.0352;9.92489;10;65;10943;Clb=4.4m/s p=224.3hPa t=-63.5C h=32.2% 405.70MHz Type=RS41-SGP BK=Off SV=20215 V=2.7V S=-18.8dB
DL1LOL-14;T1231063;2022-03-12 17:21:52;53.0346;9.92478;360;65;10920;Clb=6.8m/s p=225.2hPa t=-63.8C h=46.2% 405.70MHz Type=RS41-SGP Details radiosondy.info
DN4BAS-14;T1231063;2022-03-12 17:21:50;53.0343;9.92481;356;67;10910;Clb=4.6m/s p=225.6hPa t=-63.8C h=47.6% 405.70MHz Type=RS41-SGP batt=2.7V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 17:21:48;53.034;9.92485;358;69;10898;Clb=8.1m/s p=226.0hPa t=-63.5C 405.70MHz Type=RS41-SGP powerup=1h07m53s sondemod 1.36e
DO6GZ-11;T1231063;2022-03-12 17:21:46;53.0337;9.92484;4;74;10886;Clb=4.3m/s p=226.5hPa t=-63.9C h=41.4% 405.700MHz Type=RS41-SGP TxOff=4h26m rdzTTGOsonde
DL1LOL-14;T1231063;2022-03-12 17:21:42;53.0329;9.92472;6;61;10862;Clb=4.4m/s p=227.3hPa t=-63.9C h=52.4% 405.70MHz Type=RS41-SGP batt=2.7V Details radiosondy.info
DN4BAS-14;T1231063;2022-03-12 17:21:40;53.0326;9.92467;5;56;10850;Clb=6.7m/s p=227.7hPa t=-63.9C h=53.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO2TMJ-11;T1231063;2022-03-12 17:21:38;53.0324;9.92465;2;59;10838;Clb=5.0m/s p=228.2hPa t=-63.8C h=54.5% 405.70MHz Type=RS41-SGP TxOff=4h26m rssi=52.7dB dist=77.053 azimuth=25 elevation=7.67
AA1-11;T1231063;2022-03-12 17:21:36;53.0321;9.92466;356;63;10827;Clb=5.5m/s p=228.6hPa t=-63.7C h=55.2% 405.70MHz Type=RS41-SGP batt=2.7V powerup=1h07m41s
DO6GZ-11;T1231063;2022-03-12 17:21:34;53.0316;9.92475;354;67;10810;Clb=7.2m/s p=229.1hPa t=-63.8C h=47.2% 405.700MHz Type=RS41-SGP TxOff=4h26m rdzTTGOsonde
